#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP
Escherichia coli	MS6198	19668	SAMN04939501 	PRJNA301656	Proteobacteria	Gammaproteobacteria	GCA_001721525.1 	5.59978	50.4726	chromosome:NZ_CP015834.1/CP015834.1; plasmid pMS6198A:NZ_CP015835.1/CP015835.1; plasmid pMS6198B:NZ_CP015836.1/CP015836.1; plasmid pMS6198C:NZ_CP015837.1/CP015837.1; plasmid pMS6198D:NZ_CP015838.1/CP015838.1	-	5	5832	5425	2016/09/08	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/525/GCF_001721525.1_ASM172152v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/525/GCA_001721525.1_ASM172152v1
Escherichia coli	K-12 NEB 5-alpha	19668	SAMN05725120 	PRJNA341475	Proteobacteria	Gammaproteobacteria	GCA_001723505.1 	4.58364	50.8	chromosome:NZ_CP017100.1/CP017100.1	-	1	4719	4390	2016/09/13	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/505/GCF_001723505.1_ASM172350v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/505/GCA_001723505.1_ASM172350v1
Escherichia coli	210221272	19668	SAMN05346848 	PRJNA328481	Proteobacteria	Gammaproteobacteria	GCA_001735705.1 	4.73195	50.7889	chromosome:NZ_CP016404.1/CP016404.1; plasmid pSLy21:NZ_CP016405.1/CP016405.1	-	2	4880	4501	2016/09/20	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/705/GCF_001735705.1_ASM173570v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/705/GCA_001735705.1_ASM173570v1
Escherichia coli	FORC_031	19668	SAMN04209666 	PRJNA299539	Proteobacteria	Gammaproteobacteria	GCA_001750845.1 	5.10085	50.5419	chromosome:NZ_CP013190.1/CP013190.1; plasmid pFORC31.1:NZ_CP013191.1/CP013191.1; plasmid pFORC31.2:NZ_CP013192.1/CP013192.1; plasmid pFORC31.3:NZ_CP013193.1/CP013193.1; plasmid pFORC31.4:NZ_CP013194.1/CP013194.1	-	5	5420	4850	2016/10/03	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/845/GCF_001750845.1_ASM175084v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/845/GCA_001750845.1_ASM175084v1
Escherichia coli O157:H7	1130	19668	SAMN04447635 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753445.1 	5.50901	50.4546	chromosome:NZ_CP017434.1/CP017434.1; plasmid pO157:NZ_CP017435.1/CP017435.1	-	2	5834	5364	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/445/GCF_001753445.1_ASM175344v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/445/GCA_001753445.1_ASM175344v1
Escherichia coli O157:H7	2149	19668	SAMN04447629 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753465.1 	5.50077	50.4546	chromosome:NZ_CP017436.1/CP017436.1; plasmid pO157:NZ_CP017437.1/CP017437.1	-	2	5824	5360	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/465/GCF_001753465.1_ASM175346v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/465/GCA_001753465.1_ASM175346v1
Escherichia coli O157:H7	8368	19668	SAMN04447624 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753485.1 	5.53026	50.4514	chromosome:NZ_CP017444.1/CP017444.1; plasmid pO157:NZ_CP017445.1/CP017445.1	-	2	5885	5463	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/485/GCF_001753485.1_ASM175348v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/485/GCA_001753485.1_ASM175348v1
Escherichia coli O157:H7	2159	19668	SAMN04447630 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753505.1 	5.50923	50.4546	chromosome:NZ_CP017438.1/CP017438.1; plasmid pO157:NZ_CP017439.1/CP017439.1	-	2	5831	5365	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/505/GCF_001753505.1_ASM175350v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/505/GCA_001753505.1_ASM175350v1
Escherichia coli O157:H7	9234	19668	SAMN04447632 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753525.1 	5.50318	50.4546	chromosome:NZ_CP017446.1/CP017446.1; plasmid pO157:NZ_CP017447.1/CP017447.1	-	2	5823	5354	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/525/GCF_001753525.1_ASM175352v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/525/GCA_001753525.1_ASM175352v1
Escherichia coli O157:H7	3384	19668	SAMN04447623 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753545.1 	5.53132	50.4514	chromosome:NZ_CP017440.1/CP017440.1; plasmid pO157:NZ_CP017441.1/CP017441.1	-	2	5889	5471	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/545/GCF_001753545.1_ASM175354v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/545/GCA_001753545.1_ASM175354v1
Escherichia coli O157:H7	4276	19668	SAMN04447636 	PRJNA291880	Proteobacteria	Gammaproteobacteria	GCA_001753565.1 	5.49714	50.4545	chromosome:NZ_CP017442.1/CP017442.1; plasmid pO157:NZ_CP017443.1/CP017443.1	-	2	5822	5363	2016/10/06	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/565/GCF_001753565.1_ASM175356v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/565/GCA_001753565.1_ASM175356v1
Escherichia coli	NADC 5570/86-24/6565	19668	SAMN05729957 	PRJNA341860	Proteobacteria	Gammaproteobacteria	GCA_001806265.1 	5.5598	50.4517	chromosome:NZ_CP017249.1/CP017249.1; plasmid pO157:NZ_CP017250.1/CP017250.1	-	2	5921	5457	2016/10/21	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/265/GCF_001806265.1_ASM180626v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/265/GCA_001806265.1_ASM180626v1
Escherichia coli	NADC 5570/86-24/6564	19668	SAMN05729956 	PRJNA341860	Proteobacteria	Gammaproteobacteria	GCA_001806285.1 	5.55946	50.4516	chromosome:NZ_CP017251.1/CP017251.1; plasmid pO157:NZ_CP017252.1/CP017252.1	-	2	5914	5448	2016/10/21	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/285/GCF_001806285.1_ASM180628v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/285/GCA_001806285.1_ASM180628v1
Escherichia coli	Y5	19668	SAMN04299569 	PRJNA304360	Proteobacteria	Gammaproteobacteria	GCA_001860505.1 	4.83927	50.8	chromosome:NZ_CP013483.1/CP013483.1	-	1	4930	4589	2016/11/01	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/860/505/GCF_001860505.1_ASM186050v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/860/505/GCA_001860505.1_ASM186050v1
Escherichia coli	PA20	19668	SAMN04040761 	PRJNA294158	Proteobacteria	Gammaproteobacteria	GCA_001865295.1 	5.6186	50.5505	chromosome:NZ_CP017669.1/CP017669.1; plasmid pO157:NZ_CP017670.1/CP017670.1	-	2	6011	5586	2016/11/03	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/295/GCF_001865295.1_ASM186529v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/295/GCA_001865295.1_ASM186529v1
Escherichia coli O25b:H4	O25b:H4	19668	SAMN04605558 	PRJNA316859	Proteobacteria	Gammaproteobacteria	GCA_001874485.1 	5.48309	50.757	chromosome:CP015085.1; chromosome unnamed1:CP015087.1; chromosome unnamed2:CP015088.1; plasmid unnamed:CP015086.1	-	4	6107	6000	2016/06/15	2016/06/15	Complete Genome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/485/GCA_001874485.1_ASM187448v1
Escherichia coli	MRSN352231	19668	SAMN06029893 	PRJNA353939	Proteobacteria	Gammaproteobacteria	GCA_001886535.1 	5.20092	50.7198	chromosome:NZ_CP018103.1/CP018103.1; plasmid pMR0716_ColRNAI:NZ_CP018108.1/CP018108.1; plasmid pMR0716_IncFII:NZ_CP018107.1/CP018107.1; plasmid pMR0716_PSE:NZ_CP018105.1/CP018105.1; plasmid pMR0716_mcr1:NZ_CP018106.1/CP018106.1; plasmid pMR0716_tem1:NZ_CP018104.1/CP018104.1	-	6	5499	5028	2016/11/28	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/535/GCF_001886535.1_ASM188653v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/535/GCA_001886535.1_ASM188653v1
Escherichia coli	MRSN346638	19668	SAMN06029895 	PRJNA353939	Proteobacteria	Gammaproteobacteria	GCA_001886555.1 	5.1165	50.7406	chromosome:NZ_CP018115.1/CP018115.1; plasmid pMRSN346638_119.3:NZ_CP018116.1/CP018116.1; plasmid pMRSN346638_5.3:NZ_CP018120.1/CP018120.1; plasmid pMRSN346638_61.1:NZ_CP018119.1/CP018119.1; plasmid pMRSN346638_64.5:NZ_CP018118.1/CP018118.1; plasmid pMRSN346638_67.9:NZ_CP018117.1/CP018117.1	-	6	5334	4929	2016/11/28	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/555/GCF_001886555.1_ASM188655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/555/GCA_001886555.1_ASM188655v1
Escherichia coli	MRSN346355	19668	SAMN06029896 	PRJNA353939	Proteobacteria	Gammaproteobacteria	GCA_001886575.1 	5.11435	50.7366	chromosome:NZ_CP018121.1/CP018121.1; plasmid pMRSN346355_120.3:NZ_CP018122.1/CP018122.1; plasmid pMRSN346355_5.3:NZ_CP018126.1/CP018126.1; plasmid pMRSN346355_61.1:NZ_CP018125.1/CP018125.1; plasmid pMRSN346355_65.5:NZ_CP018124.1/CP018124.1; plasmid pMRSN346355_67.9:NZ_CP018123.1/CP018123.1	-	6	5332	4928	2016/11/28	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/575/GCF_001886575.1_ASM188657v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/575/GCA_001886575.1_ASM188657v1
Escherichia coli	MRSN346595	19668	SAMN06029894 	PRJNA353939	Proteobacteria	Gammaproteobacteria	GCA_001886755.1 	5.11663	50.7375	chromosome:NZ_CP018109.1/CP018109.1; plasmid pMRSN346595_120.3:NZ_CP018110.1/CP018110.1; plasmid pMRSN346595_5.3:NZ_CP018114.1/CP018114.1; plasmid pMRSN346595_62.2:NZ_CP018113.1/CP018113.1; plasmid pMRSN346595_64.5:NZ_CP018112.1/CP018112.1; plasmid pMRSN346595_67.9:NZ_CP018111.1/CP018111.1	-	6	5333	4927	2016/11/28	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/755/GCF_001886755.1_ASM188675v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/755/GCA_001886755.1_ASM188675v1
Escherichia coli	FORC_029	19668	SAMN04243989 	PRJNA301212	Proteobacteria	Gammaproteobacteria	GCA_001886895.1 	5.26728	50.6413	chromosome:CP013185.1; plasmid FORC_029p:CP013186.1	-	2	5117	4999	2016/11/28	2016/11/28	Complete Genome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/895/GCA_001886895.1_ASM188689v1
Escherichia coli	FORC_041	19668	SAMN04965119 	PRJNA321067	Proteobacteria	Gammaproteobacteria	GCA_001886935.1 	4.86715	50.7	chromosome:NZ_CP016628.1/CP016628.1	-	1	5006	4643	2016/11/28	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/935/GCF_001886935.1_ASM188693v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/935/GCA_001886935.1_ASM188693v1
Escherichia coli	FMU073332	19668	SAMN05945146 	PRJNA350704	Proteobacteria	Gammaproteobacteria	GCA_001888075.1 	5.02283	50.4827	chromosome:NZ_CP017844.1/CP017844.1; plasmid pEcoFMU07332d:NZ_CP017848.1/CP017848.1; plasmid pEcoFMU073332a:NZ_CP017845.1/CP017845.1; plasmid pEcoFMU073332b:NZ_CP017846.1/CP017846.1; plasmid pEcoFMU073332c:NZ_CP017847.1/CP017847.1	-	5	5349	4805	2016/12/02	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/075/GCF_001888075.1_ASM188807v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/075/GCA_001888075.1_ASM188807v1
Escherichia coli	155	19668	SAMN05544764 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890205.1 	5.60443	50.4543	chromosome:NZ_CP018237.1/CP018237.1; plasmid pO157:NZ_CP018238.1/CP018238.1	-	2	5985	5499	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/205/GCF_001890205.1_ASM189020v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/205/GCA_001890205.1_ASM189020v1
Escherichia coli	272	19668	SAMN05544766 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890225.1 	5.56836	50.456	chromosome:NZ_CP018239.1/CP018239.1; plasmid pO157:NZ_CP018240.1/CP018240.1	-	2	5926	5488	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/225/GCF_001890225.1_ASM189022v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/225/GCA_001890225.1_ASM189022v1
Escherichia coli	472	19668	SAMN05544767 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890245.1 	5.60887	50.4575	chromosome:NZ_CP018245.1/CP018245.1; plasmid pO157:NZ_CP018246.1/CP018246.1	-	2	5996	5526	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/245/GCF_001890245.1_ASM189024v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/245/GCA_001890245.1_ASM189024v1
Escherichia coli	350	19668	SAMN05544765 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890265.1 	5.50434	50.4546	chromosome:NZ_CP018243.1/CP018243.1; plasmid pO157:NZ_CP018244.1/CP018244.1	-	2	5817	5407	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/265/GCF_001890265.1_ASM189026v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/265/GCA_001890265.1_ASM189026v1
Escherichia coli	9000	19668	SAMN05544760 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890285.1 	5.61173	50.4593	chromosome:NZ_CP018252.1/CP018252.1; plasmid pO157:NZ_CP018253.1/CP018253.1	-	2	6009	5568	2016/12/07	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/285/GCF_001890285.1_ASM189028v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/285/GCA_001890285.1_ASM189028v1
Escherichia coli	7784	19668	SAMN05544762 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890305.1 	5.46206	50.4532	chromosome:NZ_CP018247.1/CP018247.1; plasmid pO157:NZ_CP018248.1/CP018248.1	-	2	5798	5363	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/305/GCF_001890305.1_ASM189030v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/305/GCA_001890305.1_ASM189030v1
Escherichia coli	319	19668	SAMN05544768 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890325.1 	5.56738	50.4551	chromosome:NZ_CP018241.1/CP018241.1; plasmid pO157:NZ_CP018242.1/CP018242.1	-	2	5896	5455	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/325/GCF_001890325.1_ASM189032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/325/GCA_001890325.1_ASM189032v1
Escherichia coli	10671	19668	SAMN05544761 	PRJNA336330	Proteobacteria	Gammaproteobacteria	GCA_001890345.1 	5.52054	50.4568	chromosome:NZ_CP018250.1/CP018250.1; plasmid pO157:NZ_CP018251.1/CP018251.1	-	2	5868	5443	2016/12/07	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/345/GCF_001890345.1_ASM189034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/345/GCA_001890345.1_ASM189034v1
Escherichia coli	MRSN346647	19668	SAMN06067968 	PRJNA353939	Proteobacteria	Gammaproteobacteria	GCA_001890365.1 	5.15861	50.6323	chromosome:NZ_CP018206.1/CP018206.1; plasmid pMRSN346647_113.1:NZ_CP018207.1/CP018207.1; plasmid pMRSN346647_4.1:NZ_CP018208.1/CP018208.1	-	3	5269	4918	2016/12/07	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/365/GCF_001890365.1_ASM189036v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/365/GCA_001890365.1_ASM189036v1
Escherichia coli	C1	19668	SAMN03252409 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900295.1 	4.84302	50.5	chromosome:NZ_CP010116.1/CP010116.1	-	1	4900	4597	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/295/GCF_001900295.1_ASM190029v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/295/GCA_001900295.1_ASM190029v1
Escherichia coli	C4	19668	SAMN03252412 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900315.1 	4.99048	50.6	chromosome:NZ_CP010121.1/CP010121.1	-	1	5050	4779	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/315/GCF_001900315.1_ASM190031v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/315/GCA_001900315.1_ASM190031v1
Escherichia coli	C10	19668	SAMN03252417 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900335.1 	5.02169	50.8	chromosome:NZ_CP010132.1/CP010132.1	-	1	5116	4793	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/335/GCF_001900335.1_ASM190033v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/335/GCA_001900335.1_ASM190033v1
Escherichia coli	C11	19668	SAMN03252418 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900355.1 	5.41457	50.8	chromosome:NZ_CP010133.1/CP010133.1	-	1	5507	5156	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/355/GCF_001900355.1_ASM190035v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/355/GCA_001900355.1_ASM190035v1
Escherichia coli	D7	19668	SAMN03252425 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900375.1 	4.82778	50.9	chromosome:NZ_CP010150.1/CP010150.1	-	1	4910	4623	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/375/GCF_001900375.1_ASM190037v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/375/GCA_001900375.1_ASM190037v1
Escherichia coli	D8	19668	SAMN03252426 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900395.1 	5.13065	50.4	chromosome:NZ_CP010151.1/CP010151.1	-	1	5249	4904	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/395/GCF_001900395.1_ASM190039v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/395/GCA_001900395.1_ASM190039v1
Escherichia coli	H5	19668	SAMN03252432 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900415.1 	4.83323	50.7	chromosome:NZ_CP010169.1/CP010169.1	-	1	4935	4616	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/415/GCF_001900415.1_ASM190041v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/415/GCA_001900415.1_ASM190041v1
Escherichia coli	H6	19668	SAMN03252433 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900435.1 	4.83257	50.7	chromosome:NZ_CP010170.1/CP010170.1	-	1	4929	4615	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/435/GCF_001900435.1_ASM190043v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/435/GCA_001900435.1_ASM190043v1
Escherichia coli	H7	19668	SAMN03252434 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900455.1 	4.80716	50.8	chromosome:NZ_CP010171.1/CP010171.1	-	1	4907	4560	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/455/GCF_001900455.1_ASM190045v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/455/GCA_001900455.1_ASM190045v1
Escherichia coli	H10	19668	SAMN03252436 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900475.1 	4.80516	50.8	chromosome:NZ_CP010176.1/CP010176.1	-	1	4900	4619	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/475/GCF_001900475.1_ASM190047v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/475/GCA_001900475.1_ASM190047v1
Escherichia coli	C2	19668	SAMN03252410 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900495.1 	4.81824	50.7082	chromosome:NZ_CP010117.1/CP010117.1; plasmid A:NZ_CP010118.1/CP010118.1	-	2	4924	4653	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/495/GCF_001900495.1_ASM190049v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/495/GCA_001900495.1_ASM190049v1
Escherichia coli	C3	19668	SAMN03252411 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900515.1 	5.41327	50.5871	chromosome:NZ_CP010119.1/CP010119.1; plasmid A:NZ_CP010120.1/CP010120.1	-	2	5753	5368	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/515/GCF_001900515.1_ASM190051v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/515/GCA_001900515.1_ASM190051v1
Escherichia coli	C5	19668	SAMN03252413 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900535.1 	5.63396	50.4797	chromosome:NZ_CP010122.1/CP010122.1; plasmid A:NZ_CP010123.1/CP010123.1; plasmid B:NZ_CP010124.1/CP010124.1	-	3	5922	5485	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/535/GCF_001900535.1_ASM190053v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/535/GCA_001900535.1_ASM190053v1
Escherichia coli	C8	19668	SAMN03252415 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900555.1 	5.09612	50.6302	chromosome:NZ_CP010125.1/CP010125.1; plasmid A:NZ_CP010126.1/CP010126.1; plasmid B:NZ_CP010127.1/CP010127.1; plasmid C:NZ_CP010128.1/CP010128.1	-	4	5233	4883	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/555/GCF_001900555.1_ASM190055v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/555/GCA_001900555.1_ASM190055v1
Escherichia coli	C9	19668	SAMN03252416 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900575.1 	4.67746	50.8447	chromosome:NZ_CP010129.1/CP010129.1; plasmid A:NZ_CP010130.1/CP010130.1; plasmid B:NZ_CP010131.1/CP010131.1	-	3	4879	4420	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/575/GCF_001900575.1_ASM190057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/575/GCA_001900575.1_ASM190057v1
Escherichia coli	D1	19668	SAMN03252419 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900595.1 	5.20733	50.6672	chromosome:NZ_CP010134.1/CP010134.1; plasmid A:NZ_CP010135.1/CP010135.1; plasmid B:NZ_CP010136.1/CP010136.1	-	3	5449	5043	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/595/GCF_001900595.1_ASM190059v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/595/GCA_001900595.1_ASM190059v1
Escherichia coli	D2	19668	SAMN03252420 	PRJNA269191	Proteobacteria	Gammaproteobacteria	GCA_001900615.1 	4.87691	50.7008	chromosome:NZ_CP010137.1/CP010137.1; plasmid A:NZ_CP010138.1/CP010138.1; plasmid B:NZ_CP010139.1/CP010139.1	-	3	5034	4684	2016/12/12	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/615/GCF_001900615.1_ASM190061v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/615/GCA_001900615.1_ASM190061v1
